section	chapter	name	kind	arity	req_arity	params	shape	discriminating	note
27.1.6.2.3	27	%AsyncFromSyncIteratorPrototype%.throw	proto	1	0	value	RECEIVER-D	no	
27.2.1.1.1	27	IfAbruptRejectPromise	global	2	2	value|capability	EXCLUDE	no	spec-internal shorthand notation, not an observable built-in
27.2.3.1	27	Promise	global	1	1	executor	UNARY	no	
27.2.4.1	27	Promise.all	static	1	1	iterable	UNARY	no	
27.2.4.2	27	Promise.allSettled	static	1	1	iterable	UNARY	no	
27.2.4.3	27	Promise.any	static	1	1	iterable	UNARY	no	
27.2.4.5	27	Promise.race	static	1	1	iterable	UNARY	no	
27.2.4.6	27	Promise.reject	static	1	1	r	UNARY	no	
27.2.4.7	27	Promise.resolve	static	1	1	x	UNARY	no	
27.2.4.8	27	Promise.try	static	2	2	callback|args	NO-D	yes	callback=F is the subject; args=peer
27.2.4.9	27	Promise.withResolvers	static	0	0		NO-D	no	
27.2.5.1	27	Promise.prototype.catch	proto	1	1	onRejected	RECEIVER-D	no	
27.2.5.3	27	Promise.prototype.finally	proto	1	1	onFinally	RECEIVER-D	no	
27.2.5.4	27	Promise.prototype.then	proto	2	2	onFulfilled|onRejected	RECEIVER-D	no	
27.3.1.1	27	GeneratorFunction	global	2	2	parameterArgs|bodyArg	NO-D	yes	constructor
27.4.1.1	27	AsyncGeneratorFunction	global	2	2	parameterArgs|bodyArg	NO-D	yes	constructor
27.5.1.2	27	%GeneratorPrototype%.next	proto	1	1	value	RECEIVER-D	no	
27.5.1.3	27	%GeneratorPrototype%.return	proto	1	1	value	RECEIVER-D	no	
27.5.1.4	27	%GeneratorPrototype%.throw	proto	1	1	exception	RECEIVER-D	no	
27.6.1.2	27	%AsyncGeneratorPrototype%.next	proto	1	1	value	RECEIVER-D	no	
27.6.1.3	27	%AsyncGeneratorPrototype%.return	proto	1	1	value	RECEIVER-D	no	
27.6.1.4	27	%AsyncGeneratorPrototype%.throw	proto	1	1	exception	RECEIVER-D	no	
27.7.1.1	27	AsyncFunction	global	2	2	parameterArgs|bodyArg	NO-D	yes	constructor
28.1.1	28	Reflect.apply	static	3	3	target|thisArgument|argumentsList	D-FIRST	yes	target=D
28.1.2	28	Reflect.construct	static	3	2	target|argumentsList|newTarget	D-FIRST	yes	target=D
28.1.3	28	Reflect.defineProperty	static	3	3	target|propertyKey|attributes	D-FIRST	yes	target=D
28.1.4	28	Reflect.deleteProperty	static	2	2	target|propertyKey	D-FIRST	yes	target=D
28.1.5	28	Reflect.get	static	3	2	target|propertyKey|receiver	D-FIRST	yes	target=D, propertyKey=K
28.1.6	28	Reflect.getOwnPropertyDescriptor	static	2	2	target|propertyKey	D-FIRST	yes	target=D
28.1.7	28	Reflect.getPrototypeOf	static	1	1	target	UNARY	no	
28.1.8	28	Reflect.has	static	2	2	target|propertyKey	D-FIRST	yes	target=D
28.1.9	28	Reflect.isExtensible	static	1	1	target	UNARY	no	
28.1.10	28	Reflect.ownKeys	static	1	1	target	UNARY	no	
28.1.11	28	Reflect.preventExtensions	static	1	1	target	UNARY	no	
28.1.12	28	Reflect.set	static	4	3	target|propertyKey|V|receiver	D-FIRST	yes	target=D, propertyKey=K, V=peer
28.1.13	28	Reflect.setPrototypeOf	static	2	2	target|proto	D-FIRST	yes	target=D
28.2.1.1	28	Proxy	global	2	2	target|handler	D-FIRST	yes	constructor; target=D, handler=C
28.2.2.1	28	Proxy.revocable	static	2	2	target|handler	D-FIRST	yes	target=D, handler=C
